Date,Products,ISP,Production,Lifting,Sales_Gas,Production_Gas
2023-08-30,NGL,Excl. ISP,1459,1240,122,131
2023-08-31,LPG,Excl. ISP,932,1143,525,126
2023-09-01,NGL,Excl. ISP,956,1110,164,144
2023-09-02,LPG,Incl. ISP,1182,906,368,108
2023-09-03,NGL,Incl. ISP,1421,1232,399,112
2023-09-04,LPG,Excl. ISP,1021,984,137,90
2023-09-05,NGL,Incl. ISP,1357,971,370,148
2023-09-06,NGL,Incl. ISP,1192,1045,443,122
2023-09-07,LPG,Excl. ISP,1253,1422,131,115
2023-09-08,LPG,Incl. ISP,1233,1461,550,94
2023-09-09,NGL,Incl. ISP,1397,1283,411,95
2023-09-10,NGL,Incl. ISP,1092,1380,188,100
2023-09-11,NGL,Excl. ISP,1298,1294,165,100
2023-09-12,NGL,Excl. ISP,1017,997,295,123
2023-09-13,LPG,Incl. ISP,1372,1391,119,128
2023-09-14,LPG,Incl. ISP,947,1280,191,103
2023-09-15,NGL,Incl. ISP,1187,900,278,120
2023-09-16,LPG,Incl. ISP,1167,1270,353,134
2023-09-17,NGL,Incl. ISP,1068,1194,206,96
2023-09-18,NGL,Incl. ISP,1461,1389,413,109
2023-09-19,LPG,Excl. ISP,917,1280,439,116
2023-09-20,NGL,Excl. ISP,1262,1453,405,91
2023-09-21,LPG,Excl. ISP,1019,1446,267,98
2023-09-22,LPG,Excl. ISP,1376,1320,353,129
2023-09-23,LPG,Incl. ISP,1103,987,179,98
2023-09-24,LPG,Excl. ISP,975,933,462,100
2023-09-25,LPG,Incl. ISP,1278,1069,272,147
2023-09-26,NGL,Excl. ISP,1442,1345,153,114
2023-09-27,LPG,Excl. ISP,1027,1380,133,120
2023-09-28,LPG,Incl. ISP,1037,988,130,103
2023-09-29,NGL,Incl. ISP,929,1440,332,113
2023-09-30,LPG,Incl. ISP,1084,1079,157,113
2023-10-01,NGL,Incl. ISP,1135,1394,166,148
2023-10-02,NGL,Excl. ISP,1268,1437,190,112
2023-10-03,LPG,Incl. ISP,1350,1364,416,98
2023-10-04,LPG,Excl. ISP,1068,1128,540,149
2023-10-05,LPG,Incl. ISP,1101,1427,314,136
2023-10-06,NGL,Excl. ISP,1193,1263,292,97
2023-10-07,NGL,Incl. ISP,1091,1111,384,119
2023-10-08,LPG,Incl. ISP,1262,1342,546,115
2023-10-09,LPG,Excl. ISP,1359,995,353,123
2023-10-10,LPG,Incl. ISP,1452,941,297,94
2023-10-11,NGL,Incl. ISP,940,1378,478,129
2023-10-12,NGL,Incl. ISP,1070,1410,379,107
2023-10-13,NGL,Incl. ISP,1224,1394,487,123
2023-10-14,NGL,Excl. ISP,1198,991,284,96
2023-10-15,LPG,Incl. ISP,1480,1385,466,142
2023-10-16,LPG,Excl. ISP,1454,924,506,91
2023-10-17,LPG,Incl. ISP,1382,1486,472,110
2023-10-18,NGL,Incl. ISP,1378,1362,483,100
2023-10-19,LPG,Excl. ISP,945,1395,473,109
2023-10-20,LPG,Incl. ISP,1462,979,360,104
2023-10-21,NGL,Excl. ISP,976,952,175,135
2023-10-22,NGL,Excl. ISP,1057,1177,264,128
2023-10-23,NGL,Excl. ISP,1457,1074,378,104
2023-10-24,LPG,Excl. ISP,1125,1094,340,122
2023-10-25,NGL,Excl. ISP,990,925,303,136
2023-10-26,NGL,Incl. ISP,1232,1438,496,129
2023-10-27,NGL,Incl. ISP,1176,940,307,109
2023-10-28,LPG,Excl. ISP,1252,1416,371,129
2023-10-29,LPG,Incl. ISP,1372,1330,473,115
2023-10-30,NGL,Excl. ISP,1272,1084,243,98
2023-10-31,LPG,Incl. ISP,1266,920,229,120
2023-11-01,LPG,Incl. ISP,1255,956,481,91
2023-11-02,LPG,Incl. ISP,1417,1483,399,108
2023-11-03,LPG,Excl. ISP,1078,1398,410,96
2023-11-04,NGL,Excl. ISP,1011,1298,252,148
2023-11-05,NGL,Excl. ISP,1084,1142,135,128
2023-11-06,LPG,Excl. ISP,1024,972,237,115
2023-11-07,LPG,Excl. ISP,1478,1014,165,123
2023-11-08,NGL,Excl. ISP,939,1083,512,147
2023-11-09,NGL,Excl. ISP,1353,1318,353,136
2023-11-10,LPG,Excl. ISP,1085,1351,337,139
2023-11-11,LPG,Incl. ISP,945,1422,546,114
2023-11-12,LPG,Incl. ISP,1055,1239,520,108
2023-11-13,NGL,Excl. ISP,1246,1205,411,112
2023-11-14,NGL,Excl. ISP,1212,974,169,133
2023-11-15,NGL,Incl. ISP,1465,1050,334,147
2023-11-16,NGL,Incl. ISP,1134,1167,238,105
2023-11-17,NGL,Incl. ISP,1304,1066,207,121
2023-11-18,NGL,Incl. ISP,1014,1294,236,106
2023-11-19,LPG,Incl. ISP,1137,982,215,113
2023-11-20,NGL,Excl. ISP,1368,1129,498,133
2023-11-21,LPG,Incl. ISP,1486,1301,186,143
2023-11-22,LPG,Incl. ISP,1387,1320,232,103
2023-11-23,LPG,Excl. ISP,1337,1328,237,135
2023-11-24,LPG,Incl. ISP,1469,1049,237,105
2023-11-25,LPG,Incl. ISP,1328,1049,356,116
2023-11-26,LPG,Excl. ISP,1403,1248,138,150
2023-11-27,LPG,Excl. ISP,1337,1414,305,102
2023-11-28,NGL,Incl. ISP,1480,910,490,127
2023-11-29,NGL,Incl. ISP,942,935,353,122
2023-11-30,LPG,Excl. ISP,1196,1315,519,114
2023-12-01,LPG,Excl. ISP,1211,1098,440,124
2023-12-02,LPG,Excl. ISP,1314,1376,538,128
2023-12-03,LPG,Incl. ISP,1096,976,229,137
2023-12-04,LPG,Excl. ISP,1088,1114,541,130
2023-12-05,LPG,Excl. ISP,993,1427,364,113
2023-12-06,NGL,Incl. ISP,1247,1233,527,114
2023-12-07,NGL,Incl. ISP,1054,1290,390,105
2023-12-08,NGL,Excl. ISP,1015,1293,173,127
2023-12-09,LPG,Excl. ISP,1147,1493,212,110
2023-12-10,LPG,Incl. ISP,1261,924,227,127
2023-12-11,NGL,Excl. ISP,1060,1416,329,135
2023-12-12,LPG,Excl. ISP,1498,1353,260,101
2023-12-13,NGL,Incl. ISP,907,1407,256,147
2023-12-14,LPG,Incl. ISP,1309,960,543,92
2023-12-15,NGL,Excl. ISP,1206,985,453,141
2023-12-16,NGL,Excl. ISP,1079,1476,373,109
2023-12-17,NGL,Incl. ISP,1055,988,117,111
2023-12-18,LPG,Incl. ISP,945,1272,427,92
2023-12-19,NGL,Incl. ISP,934,1413,467,116
2023-12-20,LPG,Incl. ISP,1048,1173,260,113
2023-12-21,NGL,Excl. ISP,1129,966,318,139
2023-12-22,NGL,Excl. ISP,1367,1276,230,140
2023-12-23,LPG,Excl. ISP,1129,1097,164,102
2023-12-24,NGL,Incl. ISP,979,1274,173,145
2023-12-25,LPG,Excl. ISP,1250,931,313,124
2023-12-26,NGL,Excl. ISP,975,939,117,112
2023-12-27,LPG,Excl. ISP,978,925,183,105
2023-12-28,NGL,Excl. ISP,1186,1459,272,144
2023-12-29,NGL,Incl. ISP,1121,935,200,126
2023-12-30,LPG,Excl. ISP,961,933,213,115
2023-12-31,NGL,Excl. ISP,1111,996,525,119
2024-01-01,LPG,Incl. ISP,990,1320,276,111
2024-01-02,NGL,Incl. ISP,1492,1270,278,147
2024-01-03,NGL,Incl. ISP,1368,948,324,91
2024-01-04,LPG,Incl. ISP,1363,908,266,123
2024-01-05,NGL,Excl. ISP,1230,1360,136,97
2024-01-06,LPG,Excl. ISP,1062,1439,324,138
2024-01-07,NGL,Excl. ISP,1450,1369,494,116
2024-01-08,NGL,Incl. ISP,1130,1197,363,136
2024-01-09,NGL,Excl. ISP,1252,1350,445,146
2024-01-10,LPG,Incl. ISP,1305,900,325,92
2024-01-11,NGL,Excl. ISP,925,1006,402,99
2024-01-12,NGL,Excl. ISP,900,936,140,112
2024-01-13,NGL,Incl. ISP,1448,916,241,129
2024-01-14,NGL,Excl. ISP,1142,1058,260,94
2024-01-15,NGL,Incl. ISP,1276,1222,527,120
2024-01-16,LPG,Incl. ISP,1257,1051,468,121
2024-01-17,LPG,Excl. ISP,1444,1041,321,144
2024-01-18,LPG,Incl. ISP,1205,1444,378,128
2024-01-19,NGL,Excl. ISP,1003,915,207,142
2024-01-20,NGL,Incl. ISP,976,1032,314,121
2024-01-21,NGL,Excl. ISP,1037,1138,509,145
2024-01-22,NGL,Incl. ISP,1025,1380,343,116
2024-01-23,LPG,Excl. ISP,1129,1353,356,115
2024-01-24,NGL,Incl. ISP,1159,1489,517,120
2024-01-25,NGL,Incl. ISP,1417,1112,522,149
2024-01-26,NGL,Excl. ISP,1458,1175,540,132
2024-01-27,LPG,Excl. ISP,1233,1077,245,96
2024-01-28,LPG,Excl. ISP,1260,1480,399,90
2024-01-29,NGL,Excl. ISP,1477,955,489,120
2024-01-30,LPG,Incl. ISP,1256,1382,441,111
2024-01-31,LPG,Incl. ISP,1321,1212,445,120
2024-02-01,NGL,Excl. ISP,1015,1227,422,105
2024-02-02,LPG,Incl. ISP,1025,1236,449,116
2024-02-03,LPG,Incl. ISP,1316,1105,315,126
2024-02-04,LPG,Incl. ISP,1027,1020,183,97
2024-02-05,LPG,Excl. ISP,1048,985,143,144
2024-02-06,LPG,Incl. ISP,1140,1382,430,135
2024-02-07,NGL,Incl. ISP,1003,1294,354,126
2024-02-08,NGL,Incl. ISP,1136,960,462,145
2024-02-09,NGL,Excl. ISP,1134,1196,439,145
2024-02-10,NGL,Incl. ISP,1021,1096,191,141
2024-02-11,NGL,Incl. ISP,1216,1208,324,135
2024-02-12,NGL,Incl. ISP,982,1404,259,93
2024-02-13,NGL,Incl. ISP,1279,1481,509,137
2024-02-14,LPG,Excl. ISP,1450,1225,381,146
2024-02-15,LPG,Incl. ISP,1346,1197,481,93
2024-02-16,NGL,Excl. ISP,1250,1070,193,123
2024-02-17,LPG,Excl. ISP,1023,1098,468,108
2024-02-18,NGL,Incl. ISP,1044,1090,306,124
2024-02-19,NGL,Excl. ISP,1059,1394,442,142
2024-02-20,LPG,Excl. ISP,1482,1162,183,91
2024-02-21,NGL,Incl. ISP,1280,1067,259,105
2024-02-22,LPG,Incl. ISP,1212,1468,186,98
2024-02-23,LPG,Excl. ISP,1308,1481,496,134
2024-02-24,LPG,Excl. ISP,1276,1213,309,98
2024-02-25,LPG,Incl. ISP,975,1395,533,144
2024-02-26,NGL,Incl. ISP,1053,1288,314,148
2024-02-27,LPG,Excl. ISP,1391,973,318,95
2024-02-28,LPG,Excl. ISP,1221,1129,361,100
2024-02-29,NGL,Excl. ISP,1141,1388,467,124
2024-03-01,LPG,Excl. ISP,1474,1001,481,107
2024-03-02,NGL,Incl. ISP,1429,1195,192,141
2024-03-03,LPG,Incl. ISP,1497,963,181,145
2024-03-04,LPG,Incl. ISP,932,1418,275,133
2024-03-05,NGL,Excl. ISP,1024,1079,413,126
2024-03-06,NGL,Incl. ISP,902,1034,283,113
2024-03-07,LPG,Excl. ISP,1389,1221,219,124
2024-03-08,LPG,Excl. ISP,955,1358,437,111
2024-03-09,NGL,Excl. ISP,1069,1117,172,125
2024-03-10,NGL,Excl. ISP,1389,1121,496,121
2024-03-11,NGL,Incl. ISP,1120,942,269,109
2024-03-12,LPG,Incl. ISP,991,1096,531,100
2024-03-13,LPG,Excl. ISP,1469,1489,337,137
2024-03-14,LPG,Incl. ISP,1424,1127,449,98
2024-03-15,NGL,Excl. ISP,1137,1473,309,101
2024-03-16,LPG,Incl. ISP,1125,948,284,142
2024-03-17,LPG,Excl. ISP,1130,1189,472,148
2024-03-18,NGL,Excl. ISP,1066,1386,421,124
2024-03-19,NGL,Excl. ISP,1454,1469,393,106
2024-03-20,LPG,Excl. ISP,1328,1449,485,110
2024-03-21,NGL,Excl. ISP,958,1489,345,101
2024-03-22,LPG,Incl. ISP,1087,1473,389,111
2024-03-23,LPG,Excl. ISP,1217,1143,213,122
2024-03-24,NGL,Excl. ISP,1019,1038,244,110
2024-03-25,LPG,Excl. ISP,1394,1429,284,102
2024-03-26,NGL,Excl. ISP,1032,1099,268,92
2024-03-27,NGL,Incl. ISP,1445,1029,147,108
2024-03-28,NGL,Excl. ISP,1393,1298,378,134
2024-03-29,NGL,Excl. ISP,1087,1304,527,112
2024-03-30,LPG,Incl. ISP,1376,1169,209,128
2024-03-31,NGL,Incl. ISP,1375,1290,222,139
2024-04-01,LPG,Excl. ISP,1271,1424,483,138
2024-04-02,LPG,Incl. ISP,1367,936,299,116
2024-04-03,LPG,Excl. ISP,1217,1043,530,144
2024-04-04,NGL,Excl. ISP,1480,1189,489,96
2024-04-05,LPG,Incl. ISP,1483,954,221,107
2024-04-06,LPG,Incl. ISP,992,1231,109,141
2024-04-07,NGL,Excl. ISP,901,905,245,133
2024-04-08,NGL,Incl. ISP,1102,1493,509,110
2024-04-09,NGL,Excl. ISP,1158,1040,131,90
2024-04-10,LPG,Excl. ISP,969,1152,287,129
2024-04-11,LPG,Incl. ISP,1348,1424,265,119
2024-04-12,NGL,Incl. ISP,917,1421,343,95
2024-04-13,LPG,Incl. ISP,1414,1196,105,97
2024-04-14,NGL,Incl. ISP,1403,1406,532,142
2024-04-15,LPG,Excl. ISP,940,1271,141,114
2024-04-16,LPG,Incl. ISP,1000,1281,339,149
2024-04-17,NGL,Excl. ISP,1229,1382,424,132
2024-04-18,LPG,Incl. ISP,1260,939,383,109
2024-04-19,NGL,Excl. ISP,1093,1232,274,99
2024-04-20,NGL,Incl. ISP,1365,1247,260,103
2024-04-21,LPG,Incl. ISP,1386,1491,413,138
2024-04-22,LPG,Incl. ISP,945,1234,440,100
2024-04-23,LPG,Incl. ISP,986,1389,341,103
2024-04-24,NGL,Excl. ISP,1350,1464,358,126
2024-04-25,NGL,Incl. ISP,1121,949,235,110
2024-04-26,LPG,Incl. ISP,1308,1096,418,111
2024-04-27,LPG,Incl. ISP,1025,1490,402,100
2024-04-28,LPG,Incl. ISP,1060,1421,467,91
2024-04-29,LPG,Incl. ISP,1127,1060,337,108
2024-04-30,LPG,Excl. ISP,1269,946,102,95
2024-05-01,LPG,Incl. ISP,1057,1393,471,138
2024-05-02,LPG,Incl. ISP,998,988,464,137
2024-05-03,NGL,Excl. ISP,1281,1069,248,136
2024-05-04,NGL,Incl. ISP,1177,1365,204,106
2024-05-05,LPG,Excl. ISP,1450,973,122,137
2024-05-06,NGL,Excl. ISP,1448,1309,255,106
2024-05-07,LPG,Incl. ISP,1070,1477,376,95
2024-05-08,LPG,Excl. ISP,1385,1183,522,95
2024-05-09,NGL,Excl. ISP,1345,1211,545,144
2024-05-10,LPG,Incl. ISP,1438,1497,350,99
2024-05-11,LPG,Excl. ISP,1400,1222,122,143
2024-05-12,NGL,Incl. ISP,1241,1082,496,120
2024-05-13,NGL,Incl. ISP,1297,911,200,127
2024-05-14,NGL,Incl. ISP,1100,1198,359,140
2024-05-15,NGL,Excl. ISP,1498,902,125,141
2024-05-16,LPG,Excl. ISP,904,1283,519,101
2024-05-17,NGL,Incl. ISP,1249,1234,509,111
2024-05-18,LPG,Incl. ISP,918,1460,273,97
2024-05-19,LPG,Incl. ISP,1434,1305,135,112
2024-05-20,NGL,Incl. ISP,1453,927,431,102
2024-05-21,LPG,Incl. ISP,1225,1249,271,93
2024-05-22,NGL,Incl. ISP,1465,1033,222,91
2024-05-23,NGL,Excl. ISP,1430,970,494,100
2024-05-24,NGL,Excl. ISP,1123,1444,195,141
2024-05-25,LPG,Incl. ISP,1241,965,146,149
2024-05-26,LPG,Incl. ISP,984,1320,519,93
2024-05-27,NGL,Excl. ISP,1248,1394,244,121
2024-05-28,LPG,Incl. ISP,1292,1138,203,125
2024-05-29,LPG,Excl. ISP,1113,1196,524,122
2024-05-30,NGL,Incl. ISP,1116,1060,197,120
2024-05-31,NGL,Excl. ISP,1280,1329,301,137
2024-06-01,LPG,Incl. ISP,1188,974,263,101
2024-06-02,LPG,Incl. ISP,932,1385,372,122
2024-06-03,LPG,Incl. ISP,1339,1321,455,93
2024-06-04,LPG,Excl. ISP,1144,1126,188,148
2024-06-05,LPG,Incl. ISP,967,1158,542,143
2024-06-06,NGL,Excl. ISP,948,1419,312,132
2024-06-07,NGL,Incl. ISP,1365,1139,301,132
2024-06-08,LPG,Incl. ISP,1014,992,400,104
2024-06-09,NGL,Incl. ISP,1351,1375,325,129
2024-06-10,LPG,Incl. ISP,1440,1097,413,108
2024-06-11,NGL,Excl. ISP,1459,1261,299,121
2024-06-12,NGL,Incl. ISP,911,901,152,119
2024-06-13,LPG,Incl. ISP,1188,967,377,150
2024-06-14,NGL,Incl. ISP,1496,1337,420,99
2024-06-15,LPG,Incl. ISP,1049,1378,451,92
2024-06-16,NGL,Excl. ISP,1158,1179,523,112
2024-06-17,LPG,Excl. ISP,1209,1112,425,124
2024-06-18,NGL,Incl. ISP,1139,1488,483,129
2024-06-19,LPG,Excl. ISP,1446,1371,540,150
2024-06-20,NGL,Incl. ISP,1250,1062,165,105
2024-06-21,NGL,Incl. ISP,1027,1378,248,130
2024-06-22,LPG,Excl. ISP,1489,1306,194,130
2024-06-23,NGL,Incl. ISP,1056,1150,356,116
2024-06-24,LPG,Excl. ISP,1102,1318,294,140
2024-06-25,LPG,Incl. ISP,1319,1408,527,111
2024-06-26,LPG,Excl. ISP,1091,1108,161,107
2024-06-27,LPG,Excl. ISP,1106,1053,386,137
2024-06-28,NGL,Incl. ISP,1157,1481,383,147
2024-06-29,NGL,Excl. ISP,1104,1429,141,117
2024-06-30,LPG,Incl. ISP,969,1070,167,128
2024-07-01,NGL,Incl. ISP,1182,1027,304,131
2024-07-02,LPG,Incl. ISP,1470,1086,464,100
2024-07-03,LPG,Incl. ISP,1272,1174,293,109
2024-07-04,LPG,Incl. ISP,1253,905,332,118
2024-07-05,LPG,Incl. ISP,1332,1491,317,90
2024-07-06,NGL,Incl. ISP,1460,937,145,102
2024-07-07,NGL,Incl. ISP,1161,1443,320,116
2024-07-08,NGL,Incl. ISP,1142,968,150,138
2024-07-09,LPG,Excl. ISP,1459,1329,138,90
2024-07-10,NGL,Excl. ISP,1316,943,159,135
2024-07-11,LPG,Excl. ISP,956,1236,126,138
2024-07-12,NGL,Excl. ISP,1457,1313,259,125
2024-07-13,NGL,Incl. ISP,1228,1043,287,137
2024-07-14,LPG,Incl. ISP,918,909,222,142
2024-07-15,NGL,Incl. ISP,998,1261,368,139
2024-07-16,LPG,Excl. ISP,1433,1469,274,141
2024-07-17,NGL,Excl. ISP,1063,1391,212,128
2024-07-18,LPG,Excl. ISP,1166,1014,378,142
2024-07-19,NGL,Excl. ISP,1477,1252,187,92
2024-07-20,LPG,Excl. ISP,1261,1453,466,118
2024-07-21,LPG,Excl. ISP,1318,1266,314,127
2024-07-22,LPG,Incl. ISP,1382,1445,537,136
2024-07-23,NGL,Excl. ISP,1495,1269,167,133
2024-07-24,NGL,Excl. ISP,914,992,494,146
2024-07-25,NGL,Incl. ISP,1147,959,421,136
2024-07-26,NGL,Excl. ISP,1211,1209,506,129
2024-07-27,LPG,Excl. ISP,1434,1017,357,121
2024-07-28,LPG,Excl. ISP,1329,1272,498,135
2024-07-29,LPG,Excl. ISP,1469,1494,192,121
2024-07-30,NGL,Excl. ISP,1256,1085,543,128
2024-07-31,LPG,Incl. ISP,1030,1103,225,130
2024-08-01,NGL,Incl. ISP,1124,1073,209,103
2024-08-02,NGL,Incl. ISP,920,934,541,146
2024-08-03,LPG,Incl. ISP,1056,1228,366,96
2024-08-04,LPG,Incl. ISP,1199,1227,462,130
2024-08-05,LPG,Excl. ISP,1430,1168,416,109
2024-08-06,LPG,Excl. ISP,1483,1168,202,110
2024-08-07,LPG,Excl. ISP,987,1093,107,115
2024-08-08,LPG,Incl. ISP,1363,1193,549,116
2024-08-09,NGL,Incl. ISP,1415,1390,434,148
2024-08-10,NGL,Incl. ISP,1239,1185,510,139
2024-08-11,LPG,Incl. ISP,1013,1262,155,96
2024-08-12,NGL,Incl. ISP,1034,1266,514,146
2024-08-13,NGL,Incl. ISP,1040,1247,348,115
2024-08-14,LPG,Incl. ISP,1422,1192,357,96
2024-08-15,NGL,Incl. ISP,1338,1368,219,122
2024-08-16,LPG,Incl. ISP,1138,1435,401,109
2024-08-17,NGL,Incl. ISP,1020,1437,434,96
2024-08-18,LPG,Excl. ISP,1488,977,305,122
2024-08-19,LPG,Incl. ISP,1318,1023,270,143
2024-08-20,LPG,Incl. ISP,1122,1334,353,126
2024-08-21,NGL,Excl. ISP,957,1319,501,149
2024-08-22,LPG,Excl. ISP,1427,1241,480,104
2024-08-23,NGL,Excl. ISP,1066,1333,240,136
2024-08-24,NGL,Excl. ISP,1277,1383,481,127
2024-08-25,NGL,Excl. ISP,1059,1159,165,131
2024-08-26,NGL,Excl. ISP,1490,1330,207,116
2024-08-27,LPG,Excl. ISP,1098,1330,324,146
2024-08-28,LPG,Excl. ISP,1376,977,395,102
2024-08-29,NGL,Excl. ISP,1416,1465,239,144
2024-08-30,NGL,Excl. ISP,1177,900,182,110
2024-08-31,NGL,Incl. ISP,1201,1192,196,127
2024-09-01,LPG,Excl. ISP,1327,1188,541,121
2024-09-02,LPG,Incl. ISP,1105,1032,234,124
2024-09-03,LPG,Incl. ISP,911,1422,419,100
2024-09-04,LPG,Incl. ISP,964,1427,251,128
2024-09-05,LPG,Incl. ISP,1247,995,503,123
2024-09-06,NGL,Excl. ISP,901,1262,399,136
2024-09-07,LPG,Excl. ISP,1029,1329,320,113
2024-09-08,NGL,Incl. ISP,1198,1386,383,107
2024-09-09,NGL,Excl. ISP,1058,1052,136,136
2024-09-10,LPG,Excl. ISP,1239,971,214,97
2024-09-11,LPG,Excl. ISP,1124,1432,399,139
2024-09-12,LPG,Excl. ISP,1199,1016,449,135
2024-09-13,LPG,Incl. ISP,1100,1063,149,126
2024-09-14,NGL,Excl. ISP,1187,935,172,144
2024-09-15,NGL,Excl. ISP,975,1185,150,127
2024-09-16,NGL,Excl. ISP,1118,1140,150,132
2024-09-17,LPG,Incl. ISP,1357,1009,539,115
2024-09-18,LPG,Excl. ISP,1274,1388,504,119
2024-09-19,LPG,Excl. ISP,916,1278,525,119
2024-09-20,LPG,Excl. ISP,1498,1012,534,142
2024-09-21,LPG,Incl. ISP,1007,992,523,114
2024-09-22,NGL,Excl. ISP,1472,977,373,112
2024-09-23,NGL,Incl. ISP,1441,1414,263,123
2024-09-24,NGL,Incl. ISP,1040,1471,151,117
2024-09-25,LPG,Incl. ISP,1207,1227,289,150
2024-09-26,NGL,Excl. ISP,1204,1350,375,107
2024-09-27,LPG,Incl. ISP,1263,1363,263,142
2024-09-28,NGL,Excl. ISP,930,1387,370,119
2024-09-29,NGL,Incl. ISP,939,1497,399,137
2024-09-30,NGL,Incl. ISP,1401,1495,160,143
2024-10-01,LPG,Excl. ISP,1125,1141,445,120
2024-10-02,LPG,Excl. ISP,1453,1446,456,115
2024-10-03,NGL,Excl. ISP,1494,972,211,133
2024-10-04,LPG,Excl. ISP,1280,1484,202,119
2024-10-05,NGL,Incl. ISP,996,1204,127,145
2024-10-06,LPG,Incl. ISP,1056,962,217,138
2024-10-07,NGL,Excl. ISP,1348,1242,142,90
2024-10-08,LPG,Excl. ISP,1024,919,103,145
2024-10-09,LPG,Incl. ISP,974,1155,533,124
2024-10-10,LPG,Incl. ISP,1055,1282,170,99
2024-10-11,LPG,Excl. ISP,1494,1389,173,117
2024-10-12,LPG,Incl. ISP,961,1160,276,102
2024-10-13,NGL,Excl. ISP,1046,1008,298,113
2024-10-14,LPG,Excl. ISP,951,1287,135,141
2024-10-15,LPG,Excl. ISP,1061,1240,194,148
2024-10-16,LPG,Incl. ISP,1339,1045,539,118
2024-10-17,NGL,Incl. ISP,1351,1047,532,150
2024-10-18,LPG,Incl. ISP,1147,1300,279,147
2024-10-19,NGL,Excl. ISP,1165,943,191,119
2024-10-20,LPG,Excl. ISP,1110,1483,128,91
2024-10-21,NGL,Incl. ISP,1241,1301,356,130
2024-10-22,NGL,Incl. ISP,912,1111,443,140
2024-10-23,NGL,Excl. ISP,1178,1022,393,135
2024-10-24,NGL,Excl. ISP,1346,1270,365,131
2024-10-25,NGL,Excl. ISP,1450,1076,371,94
2024-10-26,LPG,Excl. ISP,1049,1334,163,117
2024-10-27,NGL,Incl. ISP,984,1457,373,125
2024-10-28,NGL,Incl. ISP,1403,1489,474,92
2024-10-29,NGL,Incl. ISP,1490,1032,249,91
2024-10-30,NGL,Excl. ISP,1194,1001,126,141
2024-10-31,LPG,Incl. ISP,1240,932,135,120
2024-11-01,LPG,Incl. ISP,1485,1085,392,122
2024-11-02,NGL,Incl. ISP,1157,1490,211,112
2024-11-03,NGL,Excl. ISP,981,1208,524,132
2024-11-04,NGL,Excl. ISP,1472,915,419,121
2024-11-05,LPG,Incl. ISP,1484,1190,405,98
2024-11-06,LPG,Excl. ISP,1389,1209,248,117
2024-11-07,NGL,Excl. ISP,1360,1444,206,96
2024-11-08,LPG,Incl. ISP,993,1173,107,113
2024-11-09,NGL,Incl. ISP,1277,1124,152,92
2024-11-10,NGL,Incl. ISP,993,1496,275,113
2024-11-11,NGL,Excl. ISP,1473,1383,427,108
2024-11-12,NGL,Excl. ISP,1363,1190,302,96
2024-11-13,LPG,Excl. ISP,1338,1374,118,96
2024-11-14,NGL,Excl. ISP,1157,1077,371,111
2024-11-15,NGL,Excl. ISP,1460,926,456,136
2024-11-16,NGL,Excl. ISP,1435,1152,457,108
2024-11-17,NGL,Incl. ISP,1039,1350,462,132
2024-11-18,LPG,Incl. ISP,1270,1019,369,103
2024-11-19,NGL,Incl. ISP,1199,974,227,91
2024-11-20,NGL,Excl. ISP,1194,1041,224,91
2024-11-21,LPG,Incl. ISP,1300,916,509,117
2024-11-22,NGL,Excl. ISP,1109,1447,433,109
2024-11-23,NGL,Excl. ISP,1350,1293,500,95
2024-11-24,LPG,Incl. ISP,1327,1294,539,144
2024-11-25,LPG,Incl. ISP,1213,1090,323,113
2024-11-26,NGL,Incl. ISP,1354,1136,414,91
2024-11-27,NGL,Excl. ISP,1437,1234,358,114
2024-11-28,LPG,Excl. ISP,1382,1091,454,103
2024-11-29,LPG,Incl. ISP,1034,1470,376,150
2024-11-30,NGL,Incl. ISP,1367,940,482,121
2024-12-01,LPG,Excl. ISP,921,1432,294,97
2024-12-02,LPG,Incl. ISP,975,922,172,127
2024-12-03,NGL,Excl. ISP,1107,1306,416,126
2024-12-04,LPG,Incl. ISP,1238,1239,164,146
2024-12-05,NGL,Incl. ISP,1277,1130,382,109
2024-12-06,NGL,Excl. ISP,1144,1289,176,105
2024-12-07,NGL,Excl. ISP,1032,1039,515,116
2024-12-08,NGL,Incl. ISP,1111,1222,264,145
2024-12-09,LPG,Incl. ISP,1485,1433,211,122
2024-12-10,LPG,Excl. ISP,1456,1066,131,119
2024-12-11,NGL,Excl. ISP,1101,1476,361,120
2024-12-12,LPG,Excl. ISP,1024,982,269,140
2024-12-13,LPG,Excl. ISP,1371,1410,498,149
2024-12-14,LPG,Excl. ISP,1195,1276,326,135
2024-12-15,NGL,Incl. ISP,1496,1042,284,122
2024-12-16,LPG,Excl. ISP,1041,1054,242,93
2024-12-17,LPG,Incl. ISP,1086,1500,267,134
2024-12-18,LPG,Incl. ISP,1065,1116,221,136
2024-12-19,NGL,Incl. ISP,1464,1120,527,105
2024-12-20,NGL,Excl. ISP,1448,1313,153,97
2024-12-21,LPG,Incl. ISP,1444,1156,395,101
2024-12-22,NGL,Excl. ISP,1329,1035,392,100
2024-12-23,NGL,Incl. ISP,1142,1050,435,92
2024-12-24,NGL,Incl. ISP,1299,982,161,108
2024-12-25,NGL,Excl. ISP,1085,1405,190,108
2024-12-26,LPG,Incl. ISP,960,1140,165,119
2024-12-27,LPG,Excl. ISP,1181,1187,250,124
2024-12-28,NGL,Incl. ISP,1304,928,317,109
