Sales_ID,Date,Outlets,Product,Quantity,Price,Total,Target,Upsell,Count_of_Products,Net Profit
T0001051,17-11-23,Outlet A,Keyboard,224,899,201376,77500000,1,4,13693.568
T0001051,17-11-23,Outlet A,Notebook 3,198,560,110880,77500000,1,4,7539.84
T0001051,17-11-23,Outlet A,Monitor,25,269,6725,77500000,1,4,457.3
T0001052,18-11-23,Outlet A,Notebook 3 Pro,239,720,172080,77500000,1,3,11701.44
T0001052,18-11-23,Outlet A,Mouse,134,599,80266,77500000,1,3,5458.088
T0001052,18-11-23,Outlet A,Notebook 3,225,560,126000,77500000,1,3,8568
T0001053,19-11-23,Outlet A,Notebook 3 Pro,153,720,110160,77500000,1,3,7490.88
T0001053,19-11-23,Outlet A,Notebook 3,201,560,112560,77500000,1,3,7654.08
T0001053,19-11-23,Outlet A,Monitor,42,269,11298,77500000,1,3,768.264
T0001054,20-11-23,Outlet A,Mouse,63,599,37737,77500000,1,3,2566.116
T0001054,20-11-23,Outlet A,Notebook 3,29,560,16240,77500000,1,3,1104.32
T0001054,20-11-23,Outlet A,Monitor,66,269,17754,77500000,1,3,1207.272
T0001055,21-11-23,Outlet A,Headphones,178,179,31862,77500000,1,4,2166.616
T0001055,21-11-23,Outlet A,Notebook 3 Pro,176,720,126720,77500000,1,4,8616.96
T0001055,21-11-23,Outlet A,Mouse,90,599,53910,77500000,1,4,3665.88
T0001055,21-11-23,Outlet A,Keyboard,116,899,104284,77500000,1,4,7091.312
T0001056,22-11-23,Outlet A,Keyboard,45,899,40455,77500000,1,4,2750.94
T0001056,22-11-23,Outlet A,Notebook 3 Pro,19,720,13680,77500000,1,4,930.24
T0001056,22-11-23,Outlet A,Notebook 3,98,560,54880,77500000,1,4,3731.84
T0001056,22-11-23,Outlet A,Monitor,127,269,34163,77500000,1,4,2323.084
T0001057,23-11-23,Outlet A,Keyboard,110,899,98890,77500000,1,3,6724.52
T0001057,23-11-23,Outlet A,Mouse,108,599,64692,77500000,1,3,4399.056
T0001057,23-11-23,Outlet A,Monitor,223,269,59987,77500000,1,3,4079.116
T0001058,24-11-23,Outlet B,Mouse,201,599,120399,77500000,1,2,8187.132
T0001058,24-11-23,Outlet B,Monitor,133,269,35777,77500000,1,2,2432.836
T0001059,25-11-23,Outlet A,Keyboard,106,899,95294,77500000,1,3,6479.992
T0001059,25-11-23,Outlet A,Notebook 3 Pro,41,720,29520,77500000,1,3,2007.36
T0001059,25-11-23,Outlet A,Notebook 3,83,560,46480,77500000,1,3,3160.64
T0001060,26-11-23,Outlet B,Keyboard,25,899,22475,77500000,1,3,1528.3
T0001060,26-11-23,Outlet B,Notebook 3 Pro,129,720,92880,77500000,1,3,6315.84
T0001060,26-11-23,Outlet B,Notebook 3,7,560,3920,77500000,1,3,266.56
T0001061,27-11-23,Outlet B,Headphones,222,179,39738,77500000,1,4,2702.184
T0001061,27-11-23,Outlet B,Notebook 3 Pro,163,720,117360,77500000,1,4,7980.48
T0001061,27-11-23,Outlet B,Notebook 3,227,560,127120,77500000,1,4,8644.16
T0001061,27-11-23,Outlet B,Keyboard,142,899,127658,77500000,1,4,8680.744
T0001062,28-11-23,Outlet B,Headphones,138,179,24702,77500000,0,3,1679.736
T0001062,28-11-23,Outlet B,Notebook 3 Pro,79,720,56880,77500000,0,3,3867.84
T0001062,28-11-23,Outlet B,Monitor,171,269,45999,77500000,0,3,3127.932
T0001063,29-11-23,Outlet C,Headphones,49,179,8771,77500000,1,3,596.428
T0001063,29-11-23,Outlet C,Keyboard,213,899,191487,77500000,1,3,13021.116
T0001063,29-11-23,Outlet C,Mouse,62,599,37138,77500000,1,3,2525.384
T0001064,30-11-23,Outlet C,Keyboard,228,899,204972,77500000,1,4,13938.096
T0001064,30-11-23,Outlet C,Notebook 3,130,560,72800,77500000,1,4,4950.4
T0001064,30-11-23,Outlet C,Monitor,207,269,55683,77500000,1,4,3786.444
T0001064,30-11-23,Outlet C,Notebook 3 Pro,170,720,122400,77500000,1,4,8323.2
T0001065,12-01-23,Outlet A,Headphones,107,179,19153,77500000,1,3,1302.404
T0001065,12-01-23,Outlet A,Notebook 3,219,560,122640,77500000,1,3,8339.52
T0001065,12-01-23,Outlet A,Monitor,174,269,46806,77500000,1,3,3182.808
T0001066,12-02-23,Outlet A,Headphones,125,179,22375,77500000,1,3,1521.5
T0001066,12-02-23,Outlet A,Keyboard,170,899,152830,77500000,1,3,10392.44
T0001066,12-02-23,Outlet A,Notebook 3,98,560,54880,77500000,1,3,3731.84
T0001067,12-03-23,Outlet B,Headphones,241,179,43139,77500000,1,4,2933.452
T0001067,12-03-23,Outlet B,Notebook 3 Pro,42,720,30240,77500000,1,4,2056.32
T0001067,12-03-23,Outlet B,Notebook 3,32,560,17920,77500000,1,4,1218.56
T0001067,12-03-23,Outlet B,Monitor,145,269,39005,77500000,1,4,2652.34
T0001068,12-04-23,Outlet A,Mouse,250,599,149750,77500000,1,3,10183
T0001068,12-04-23,Outlet A,Notebook 3,17,560,9520,77500000,1,3,647.36
T0001068,12-04-23,Outlet A,Monitor,200,269,53800,77500000,1,3,3658.4
T0001069,12-05-23,Outlet A,Headphones,168,179,30072,77500000,1,3,2044.896
T0001069,12-05-23,Outlet A,Keyboard,186,899,167214,77500000,1,3,11370.552
T0001069,12-05-23,Outlet A,Notebook 3 Pro,149,720,107280,77500000,1,3,7295.04
T0001070,12-06-23,Outlet A,Keyboard,193,899,173507,77500000,1,2,11798.476
T0001070,12-06-23,Outlet A,Monitor,150,269,40350,77500000,1,2,2743.8
T0001071,12-07-23,Outlet B,Headphones,159,179,28461,77500000,1,4,1935.348
T0001071,12-07-23,Outlet B,Keyboard,205,899,184295,77500000,1,4,12532.06
T0001071,12-07-23,Outlet B,Mouse,192,599,115008,77500000,1,4,7820.544
T0001071,12-07-23,Outlet B,Monitor,207,269,55683,77500000,1,4,3786.444
T0001072,12-08-23,Outlet A,Keyboard,201,899,180699,77500000,0,3,12287.532
T0001072,12-08-23,Outlet A,Notebook 3 Pro,145,720,104400,77500000,0,3,7099.2
T0001072,12-08-23,Outlet A,Monitor,96,269,25824,77500000,0,3,1756.032
T0001073,12-09-23,Outlet C,Keyboard,62,899,55738,77500000,1,4,3790.184
T0001073,12-09-23,Outlet C,Mouse,208,599,124592,77500000,1,4,8472.256
T0001073,12-09-23,Outlet C,Notebook 3,156,560,87360,77500000,1,4,5940.48
T0001073,12-09-23,Outlet C,Notebook 3 Pro,133,720,95760,77500000,1,4,6511.68
T0001074,12-10-23,Outlet B,Keyboard,189,899,169911,77500000,1,2,11553.948
T0001074,12-10-23,Outlet B,Monitor,98,269,26362,77500000,1,2,1792.616
T0001075,12-11-23,Outlet B,Headphones,169,179,30251,77500000,1,3,2057.068
T0001075,12-11-23,Outlet B,Mouse,160,599,95840,77500000,1,3,6517.12
T0001075,12-11-23,Outlet B,Monitor,224,269,60256,77500000,1,3,4097.408
T0001076,12-12-23,Outlet A,Headphones,103,179,18437,77500000,0,4,1253.716
T0001076,12-12-23,Outlet A,Notebook 3 Pro,236,720,169920,77500000,0,4,11554.56
T0001076,12-12-23,Outlet A,Notebook 3,33,560,18480,77500000,0,4,1256.64
T0001076,12-12-23,Outlet A,Monitor,116,269,31204,77500000,0,4,2121.872
T0001077,13-12-23,Outlet A,Mouse,138,599,82662,77500000,1,2,5621.016
T0001077,13-12-23,Outlet A,Notebook 3,23,560,12880,77500000,1,2,875.84
T0001078,14-12-23,Outlet B,Headphones,151,179,27029,77500000,1,3,1837.972
T0001078,14-12-23,Outlet B,Notebook 3,96,560,53760,77500000,1,3,3655.68
T0001078,14-12-23,Outlet B,Monitor,157,269,42233,77500000,1,3,2871.844
T0001079,15-12-23,Outlet A,Keyboard,34,899,30566,77500000,1,3,2078.488
T0001079,15-12-23,Outlet A,Notebook 3,157,560,87920,77500000,1,3,5978.56
T0001079,15-12-23,Outlet A,Notebook 3 Pro,82,720,59040,77500000,1,3,4014.72
T0001080,16-12-23,Outlet A,Notebook 3 Pro,84,720,60480,77500000,1,3,4112.64
T0001080,16-12-23,Outlet A,Mouse,125,599,74875,77500000,1,3,5091.5
T0001080,16-12-23,Outlet A,Monitor,16,269,4304,77500000,1,3,292.672
T0001081,17-12-23,Outlet A,Keyboard,209,899,187891,77500000,1,2,12776.588
T0001081,17-12-23,Outlet A,Notebook 3 Pro,56,720,40320,77500000,1,2,2741.76
T0001082,18-12-23,Outlet B,Keyboard,51,899,45849,77500000,0,3,3117.732
T0001082,18-12-23,Outlet B,Notebook 3,15,560,8400,77500000,0,3,571.2
T0001082,18-12-23,Outlet B,Notebook 3 Pro,110,720,79200,77500000,0,3,5385.6
T0001083,19-12-23,Outlet A,Headphones,165,179,29535,77500000,1,3,2008.38
T0001083,19-12-23,Outlet A,Notebook 3 Pro,98,720,70560,77500000,1,3,4798.08
T0001083,19-12-23,Outlet A,Notebook 3,240,560,134400,77500000,1,3,9139.2
T0001084,20-12-23,Outlet B,Keyboard,213,899,191487,77500000,1,3,13021.116
T0001084,20-12-23,Outlet B,Notebook 3,57,560,31920,77500000,1,3,2170.56
T0001084,20-12-23,Outlet B,Mouse,229,599,137171,77500000,1,3,9327.628
T0001085,21-12-23,Outlet A,Notebook 3 Pro,25,720,18000,77500000,1,2,1224
T0001085,21-12-23,Outlet A,Notebook 3,112,560,62720,77500000,1,2,4264.96
T0001086,22-12-23,Outlet A,Keyboard,166,899,149234,77500000,1,4,10147.912
T0001086,22-12-23,Outlet A,Mouse,187,599,112013,77500000,1,4,7616.884
T0001086,22-12-23,Outlet A,Notebook 3,127,560,71120,77500000,1,4,4836.16
T0001086,22-12-23,Outlet A,Monitor,202,269,54338,77500000,1,4,3694.984
T0001087,23-12-23,Outlet B,Headphones,166,179,29714,77500000,1,3,2020.552
T0001087,23-12-23,Outlet B,Keyboard,214,899,192386,77500000,1,3,13082.248
T0001087,23-12-23,Outlet B,Notebook 3 Pro,72,720,51840,77500000,1,3,3525.12
T0001088,24-12-23,Outlet C,Headphones,46,179,8234,77500000,0,3,559.912
T0001088,24-12-23,Outlet C,Notebook 3 Pro,190,720,136800,77500000,0,3,9302.4
T0001088,24-12-23,Outlet C,Notebook 3,181,560,101360,77500000,0,3,6892.48
T0001089,25-12-23,Outlet A,Keyboard,109,899,97991,77500000,0,3,6663.388
T0001089,25-12-23,Outlet A,Mouse,124,599,74276,77500000,0,3,5050.768
T0001089,25-12-23,Outlet A,Notebook 3 Pro,138,720,99360,77500000,0,3,6756.48
T0001090,26-12-23,Outlet B,Keyboard,169,899,151931,77500000,1,4,10331.308
T0001090,26-12-23,Outlet B,Notebook 3,11,560,6160,77500000,1,4,418.88
T0001090,26-12-23,Outlet B,Mouse,120,599,71880,77500000,1,4,4887.84
T0001090,26-12-23,Outlet B,Notebook 3 Pro,107,720,77040,77500000,1,4,5238.72
T0001091,27-12-23,Outlet B,Headphones,212,179,37948,77500000,1,3,2580.464
T0001091,27-12-23,Outlet B,Notebook 3 Pro,52,720,37440,77500000,1,3,2545.92
T0001091,27-12-23,Outlet B,Notebook 3,171,560,95760,77500000,1,3,6511.68
T0001092,28-12-23,Outlet C,Headphones,95,179,17005,77500000,1,3,1156.34
T0001092,28-12-23,Outlet C,Keyboard,81,899,72819,77500000,1,3,4951.692
T0001092,28-12-23,Outlet C,Notebook 3,170,560,95200,77500000,1,3,6473.6
T0001093,29-12-23,Outlet C,Headphones,101,179,18079,77500000,0,4,1229.372
T0001093,29-12-23,Outlet C,Keyboard,80,899,71920,77500000,0,4,4890.56
T0001093,29-12-23,Outlet C,Notebook 3,108,560,60480,77500000,0,4,4112.64
T0001093,29-12-23,Outlet C,Monitor,213,269,57297,77500000,0,4,3896.196
T0001094,30-12-23,Outlet A,Keyboard,163,899,146537,77500000,0,2,9964.516
T0001094,30-12-23,Outlet A,Mouse,195,599,116805,77500000,0,2,7942.74
T0001095,31-12-23,Outlet B,Mouse,42,599,25158,77500000,1,2,1710.744
T0001095,31-12-23,Outlet B,Notebook 3,116,560,64960,77500000,1,2,4417.28
T0001096,01-01-24,Outlet A,Headphones,243,179,43497,75000000,0,3,2957.796
T0001096,01-01-24,Outlet A,Notebook 3,25,560,14000,75000000,0,3,952
T0001096,01-01-24,Outlet A,Monitor,5,269,1345,75000000,0,3,91.46
T0001097,01-02-24,Outlet A,Headphones,196,179,35084,75000000,1,2,2385.712
T0001097,01-02-24,Outlet A,Keyboard,102,899,91698,75000000,1,2,6235.464
T0001098,01-03-24,Outlet B,Headphones,37,179,6623,75000000,0,3,450.364
T0001098,01-03-24,Outlet B,Keyboard,1,899,899,75000000,0,3,61.132
T0001098,01-03-24,Outlet B,Notebook 3,103,560,57680,75000000,0,3,3922.24
T0001099,01-04-24,Outlet B,Headphones,108,179,19332,75000000,1,2,1314.576
T0001099,01-04-24,Outlet B,Notebook 3,2,560,1120,75000000,1,2,76.16
T0001100,01-05-24,Outlet A,Headphones,101,179,18079,75000000,1,3,1229.372
T0001100,01-05-24,Outlet A,Keyboard,239,899,214861,75000000,1,3,14610.548
T0001100,01-05-24,Outlet A,Monitor,91,269,24479,75000000,1,3,1664.572
T0001101,01-06-24,Outlet B,Mouse,178,599,106622,75000000,1,3,7250.296
T0001101,01-06-24,Outlet B,Notebook 3,246,560,137760,75000000,1,3,9367.68
T0001101,01-06-24,Outlet B,Notebook 3 Pro,239,720,172080,75000000,1,3,11701.44
T0001102,01-07-24,Outlet A,Keyboard,15,899,13485,75000000,1,2,916.98
T0001102,01-07-24,Outlet A,Notebook 3 Pro,164,720,118080,75000000,1,2,8029.44
T0001103,01-08-24,Outlet B,Notebook 3 Pro,201,720,144720,75000000,1,3,9840.96
T0001103,01-08-24,Outlet B,Mouse,93,599,55707,75000000,1,3,3788.076
T0001103,01-08-24,Outlet B,Monitor,245,269,65905,75000000,1,3,4481.54
T0001104,01-09-24,Outlet B,Keyboard,226,899,203174,75000000,1,4,13815.832
T0001104,01-09-24,Outlet B,Notebook 3 Pro,118,720,84960,75000000,1,4,5777.28
T0001104,01-09-24,Outlet B,Headphones,143,179,25597,75000000,1,4,1740.596
T0001104,01-09-24,Outlet B,Monitor,174,269,46806,75000000,1,4,3182.808
T0001105,01-10-24,Outlet B,Headphones,156,179,27924,75000000,1,4,1898.832
T0001105,01-10-24,Outlet B,Keyboard,168,899,151032,75000000,1,4,10270.176
T0001105,01-10-24,Outlet B,Mouse,234,599,140166,75000000,1,4,9531.288
T0001105,01-10-24,Outlet B,Notebook 3 Pro,197,720,141840,75000000,1,4,9645.12
T0001106,01-11-24,Outlet B,Keyboard,108,899,97092,75000000,1,3,6602.256
T0001106,01-11-24,Outlet B,Notebook 3,122,560,68320,75000000,1,3,4645.76
T0001106,01-11-24,Outlet B,Monitor,222,269,59718,75000000,1,3,4060.824
T0001107,01-12-24,Outlet B,Keyboard,9,899,8091,75000000,1,3,550.188
T0001107,01-12-24,Outlet B,Notebook 3 Pro,167,720,120240,75000000,1,3,8176.32
T0001107,01-12-24,Outlet B,Monitor,156,269,41964,75000000,1,3,2853.552
T0001108,13-01-24,Outlet A,Headphones,202,179,36158,75000000,0,3,2458.744
T0001108,13-01-24,Outlet A,Mouse,106,599,63494,75000000,0,3,4317.592
T0001108,13-01-24,Outlet A,Notebook 3,22,560,12320,75000000,0,3,837.76
T0001109,14-01-24,Outlet C,Headphones,219,179,39201,75000000,1,4,2665.668
T0001109,14-01-24,Outlet C,Mouse,213,599,127587,75000000,1,4,8675.916
T0001109,14-01-24,Outlet C,Notebook 3,212,560,118720,75000000,1,4,8072.96
T0001109,14-01-24,Outlet C,Keyboard,169,899,151931,75000000,1,4,10331.308
T0001110,15-01-24,Outlet A,Headphones,109,179,19511,75000000,1,3,1326.748
T0001110,15-01-24,Outlet A,Mouse,17,599,10183,75000000,1,3,692.444
T0001110,15-01-24,Outlet A,Monitor,114,269,30666,75000000,1,3,2085.288
T0001111,16-01-24,Outlet B,Keyboard,219,899,196881,75000000,1,3,13387.908
T0001111,16-01-24,Outlet B,Notebook 3,189,560,105840,75000000,1,3,7197.12
T0001111,16-01-24,Outlet B,Monitor,146,269,39274,75000000,1,3,2670.632
T0001112,17-01-24,Outlet B,Headphones,211,179,37769,75000000,1,4,2568.292
T0001112,17-01-24,Outlet B,Mouse,19,599,11381,75000000,1,4,773.908
T0001112,17-01-24,Outlet B,Monitor,121,269,32549,75000000,1,4,2213.332
T0001112,17-01-24,Outlet B,Notebook 3,232,560,129920,75000000,1,4,8834.56
T0001113,18-01-24,Outlet A,Keyboard,206,899,185194,75000000,1,3,12593.192
T0001113,18-01-24,Outlet A,Notebook 3,107,560,59920,75000000,1,3,4074.56
T0001113,18-01-24,Outlet A,Monitor,151,269,40619,75000000,1,3,2762.092
T0001114,19-01-24,Outlet B,Headphones,4,179,716,75000000,1,3,48.688
T0001114,19-01-24,Outlet B,Notebook 3 Pro,173,720,124560,75000000,1,3,8470.08
T0001114,19-01-24,Outlet B,Keyboard,8,899,7192,75000000,1,3,489.056
T0001115,20-01-24,Outlet B,Headphones,59,179,10561,75000000,1,3,718.148
T0001115,20-01-24,Outlet B,Keyboard,49,899,44051,75000000,1,3,2995.468
T0001115,20-01-24,Outlet B,Notebook 3,72,560,40320,75000000,1,3,2741.76
T0001116,21-01-24,Outlet A,Notebook 3 Pro,62,720,44640,75000000,1,3,3035.52
T0001116,21-01-24,Outlet A,Mouse,189,599,113211,75000000,1,3,7698.348
T0001116,21-01-24,Outlet A,Monitor,220,269,59180,75000000,1,3,4024.24
T0001117,22-01-24,Outlet C,Headphones,230,179,41170,75000000,1,2,2799.56
T0001117,22-01-24,Outlet C,Mouse,24,599,14376,75000000,1,2,977.568
T0001118,23-01-24,Outlet A,Keyboard,225,899,202275,75000000,0,4,13754.7
T0001118,23-01-24,Outlet A,Notebook 3 Pro,16,720,11520,75000000,0,4,783.36
T0001118,23-01-24,Outlet A,Mouse,224,599,134176,75000000,0,4,9123.968
T0001118,23-01-24,Outlet A,Notebook 3,155,560,86800,75000000,0,4,5902.4
T0001119,24-01-24,Outlet A,Headphones,15,179,2685,75000000,0,3,182.58
T0001119,24-01-24,Outlet A,Notebook 3 Pro,166,720,119520,75000000,0,3,8127.36
T0001119,24-01-24,Outlet A,Notebook 3,10,560,5600,75000000,0,3,380.8
T0001120,25-01-24,Outlet A,Notebook 3 Pro,80,720,57600,75000000,0,3,3916.8
T0001120,25-01-24,Outlet A,Notebook 3,38,560,21280,75000000,0,3,1447.04
T0001120,25-01-24,Outlet A,Monitor,207,269,55683,75000000,0,3,3786.444
T0001121,26-01-24,Outlet A,Headphones,1,179,179,75000000,1,2,12.172
T0001121,26-01-24,Outlet A,Notebook 3,169,560,94640,75000000,1,2,6435.52
T0001122,27-01-24,Outlet B,Keyboard,104,899,93496,75000000,1,4,6357.728
T0001122,27-01-24,Outlet B,Notebook 3 Pro,178,720,128160,75000000,1,4,8714.88
T0001122,27-01-24,Outlet B,Mouse,230,599,137770,75000000,1,4,9368.36
T0001122,27-01-24,Outlet B,Headphones,23,179,4117,75000000,1,4,279.956
T0001123,28-01-24,Outlet B,Headphones,80,179,14320,75000000,1,4,973.76
T0001123,28-01-24,Outlet B,Keyboard,42,899,37758,75000000,1,4,2567.544
T0001123,28-01-24,Outlet B,Notebook 3,196,560,109760,75000000,1,4,7463.68
T0001123,28-01-24,Outlet B,Notebook 3 Pro,181,720,130320,75000000,1,4,8861.76
T0001124,29-01-24,Outlet A,Keyboard,15,899,13485,75000000,1,3,916.98
T0001124,29-01-24,Outlet A,Mouse,144,599,86256,75000000,1,3,5865.408
T0001124,29-01-24,Outlet A,Notebook 3,95,560,53200,75000000,1,3,3617.6
T0001125,30-01-24,Outlet C,Keyboard,72,899,64728,75000000,1,3,4401.504
T0001125,30-01-24,Outlet C,Notebook 3 Pro,41,720,29520,75000000,1,3,2007.36
T0001125,30-01-24,Outlet C,Monitor,107,269,28783,75000000,1,3,1957.244
T0001126,31-01-24,Outlet A,Keyboard,161,899,144739,75000000,1,2,9842.252
T0001126,31-01-24,Outlet A,Mouse,106,599,63494,75000000,1,2,4317.592
T0001127,02-01-24,Outlet B,Headphones,33,179,5907,75000000,1,3,401.676
T0001127,02-01-24,Outlet B,Keyboard,22,899,19778,75000000,1,3,1344.904
T0001127,02-01-24,Outlet B,Monitor,60,269,16140,75000000,1,3,1097.52
T0001128,02-02-24,Outlet B,Headphones,166,179,29714,75000000,1,2,2020.552
T0001128,02-02-24,Outlet B,Notebook 3 Pro,210,720,151200,75000000,1,2,10281.6
T0001129,02-03-24,Outlet C,Mouse,226,599,135374,75000000,1,2,9205.432
T0001129,02-03-24,Outlet C,Monitor,148,269,39812,75000000,1,2,2707.216
T0001130,02-04-24,Outlet A,Keyboard,197,899,177103,75000000,1,3,12043.004
T0001130,02-04-24,Outlet A,Notebook 3 Pro,16,720,11520,75000000,1,3,783.36
T0001130,02-04-24,Outlet A,Mouse,183,599,109617,75000000,1,3,7453.956
T0001131,02-05-24,Outlet B,Headphones,5,179,895,75000000,1,4,60.86
T0001131,02-05-24,Outlet B,Notebook 3 Pro,49,720,35280,75000000,1,4,2399.04
T0001131,02-05-24,Outlet B,Notebook 3,65,560,36400,75000000,1,4,2475.2
T0001131,02-05-24,Outlet B,Mouse,235,599,140765,75000000,1,4,9572.02
T0001132,02-06-24,Outlet A,Headphones,163,179,29177,75000000,1,3,1984.036
T0001132,02-06-24,Outlet A,Mouse,123,599,73677,75000000,1,3,5010.036
T0001132,02-06-24,Outlet A,Monitor,235,269,63215,75000000,1,3,4298.62
T0001133,02-07-24,Outlet B,Headphones,220,179,39380,75000000,1,3,2677.84
T0001133,02-07-24,Outlet B,Notebook 3 Pro,187,720,134640,75000000,1,3,9155.52
T0001133,02-07-24,Outlet B,Mouse,225,599,134775,75000000,1,3,9164.7
T0001134,02-08-24,Outlet C,Headphones,245,179,43855,75000000,1,4,2982.14
T0001134,02-08-24,Outlet C,Keyboard,86,899,77314,75000000,1,4,5257.352
T0001134,02-08-24,Outlet C,Monitor,120,269,32280,75000000,1,4,2195.04
T0001134,02-08-24,Outlet C,Notebook 3 Pro,224,720,161280,75000000,1,4,10967.04
T0001135,02-09-24,Outlet C,Notebook 3 Pro,117,720,84240,75000000,0,2,5728.32
T0001135,02-09-24,Outlet C,Notebook 3,163,560,91280,75000000,0,2,6207.04
T0001136,02-10-24,Outlet B,Mouse,75,599,44925,75000000,1,3,3054.9
T0001136,02-10-24,Outlet B,Monitor,15,269,4035,75000000,1,3,274.38
T0001136,02-10-24,Outlet B,Notebook 3,22,560,12320,75000000,1,3,837.76
T0001137,02-11-24,Outlet C,Keyboard,226,899,203174,75000000,0,3,13815.832
T0001137,02-11-24,Outlet C,Notebook 3,201,560,112560,75000000,0,3,7654.08
T0001137,02-11-24,Outlet C,Mouse,55,599,32945,75000000,0,3,2240.26
T0001138,02-12-24,Outlet A,Headphones,139,179,24881,75000000,0,3,1691.908
T0001138,02-12-24,Outlet A,Keyboard,20,899,17980,75000000,0,3,1222.64
T0001138,02-12-24,Outlet A,Notebook 3,62,560,34720,75000000,0,3,2360.96
T0001139,13-02-24,Outlet B,Keyboard,49,899,44051,75000000,1,3,2995.468
T0001139,13-02-24,Outlet B,Notebook 3,143,560,80080,75000000,1,3,5445.44
T0001139,13-02-24,Outlet B,Mouse,6,599,3594,75000000,1,3,244.392
T0001140,14-02-24,Outlet A,Keyboard,115,899,103385,75000000,1,3,7030.18
T0001140,14-02-24,Outlet A,Notebook 3,243,560,136080,75000000,1,3,9253.44
T0001140,14-02-24,Outlet A,Mouse,164,599,98236,75000000,1,3,6680.048
T0001141,15-02-24,Outlet A,Keyboard,6,899,5394,75000000,1,3,366.792
T0001141,15-02-24,Outlet A,Monitor,102,269,27438,75000000,1,3,1865.784
T0001141,15-02-24,Outlet A,Notebook 3 Pro,194,720,139680,75000000,1,3,9498.24
T0001142,16-02-24,Outlet A,Notebook 3 Pro,225,720,162000,75000000,1,3,11016
T0001142,16-02-24,Outlet A,Notebook 3,157,560,87920,75000000,1,3,5978.56
T0001142,16-02-24,Outlet A,Mouse,57,599,34143,75000000,1,3,2321.724
T0001143,17-02-24,Outlet C,Headphones,220,179,39380,75000000,0,4,2677.84
T0001143,17-02-24,Outlet C,Monitor,42,269,11298,75000000,0,4,768.264
T0001143,17-02-24,Outlet C,Mouse,247,599,147953,75000000,0,4,10060.804
T0001143,17-02-24,Outlet C,Notebook 3,16,560,8960,75000000,0,4,609.28
T0001144,18-02-24,Outlet B,Keyboard,125,899,112375,75000000,1,3,7641.5
T0001144,18-02-24,Outlet B,Monitor,18,269,4842,75000000,1,3,329.256
T0001144,18-02-24,Outlet B,Notebook 3 Pro,121,720,87120,75000000,1,3,5924.16
T0001145,19-02-24,Outlet B,Headphones,201,179,35979,75000000,1,4,2446.572
T0001145,19-02-24,Outlet B,Notebook 3 Pro,68,720,48960,75000000,1,4,3329.28
T0001145,19-02-24,Outlet B,Mouse,62,599,37138,75000000,1,4,2525.384
T0001145,19-02-24,Outlet B,Keyboard,45,899,40455,75000000,1,4,2750.94
T0001146,20-02-24,Outlet B,Keyboard,190,899,170810,75000000,1,3,11615.08
T0001146,20-02-24,Outlet B,Notebook 3,237,560,132720,75000000,1,3,9024.96
T0001146,20-02-24,Outlet B,Notebook 3 Pro,184,720,132480,75000000,1,3,9008.64
T0001147,21-02-24,Outlet A,Keyboard,68,899,61132,75000000,1,3,4156.976
T0001147,21-02-24,Outlet A,Mouse,236,599,141364,75000000,1,3,9612.752
T0001147,21-02-24,Outlet A,Monitor,162,269,43578,75000000,1,3,2963.304
T0001148,22-02-24,Outlet B,Mouse,73,599,43727,75000000,1,2,2973.436
T0001148,22-02-24,Outlet B,Notebook 3,115,560,64400,75000000,1,2,4379.2
T0001149,23-02-24,Outlet B,Headphones,151,179,27029,75000000,1,4,1837.972
T0001149,23-02-24,Outlet B,Keyboard,128,899,115072,75000000,1,4,7824.896
T0001149,23-02-24,Outlet B,Mouse,177,599,106023,75000000,1,4,7209.564
T0001149,23-02-24,Outlet B,Monitor,165,269,44385,75000000,1,4,3018.18
T0001150,24-02-24,Outlet A,Mouse,241,599,144359,75000000,1,3,9816.412
T0001150,24-02-24,Outlet A,Notebook 3,103,560,57680,75000000,1,3,3922.24
T0001150,24-02-24,Outlet A,Monitor,171,269,45999,75000000,1,3,3127.932
T0001151,25-02-24,Outlet A,Keyboard,164,899,147436,75000000,1,3,10025.648
T0001151,25-02-24,Outlet A,Mouse,117,599,70083,75000000,1,3,4765.644
T0001151,25-02-24,Outlet A,Monitor,88,269,23672,75000000,1,3,1609.696
T0001152,26-02-24,Outlet C,Headphones,85,179,15215,75000000,0,3,1034.62
T0001152,26-02-24,Outlet C,Mouse,162,599,97038,75000000,0,3,6598.584
T0001152,26-02-24,Outlet C,Monitor,226,269,60794,75000000,0,3,4133.992
T0001153,27-02-24,Outlet A,Keyboard,115,899,103385,75000000,0,2,7030.18
T0001153,27-02-24,Outlet A,Mouse,133,599,79667,75000000,0,2,5417.356
T0001154,28-02-24,Outlet C,Keyboard,245,899,220255,75000000,1,3,14977.34
T0001154,28-02-24,Outlet C,Mouse,65,599,38935,75000000,1,3,2647.58
T0001154,28-02-24,Outlet C,Notebook 3,48,560,26880,75000000,1,3,1827.84
T0001155,29-02-24,Outlet A,Keyboard,130,899,116870,75000000,0,3,7947.16
T0001155,29-02-24,Outlet A,Mouse,140,599,83860,75000000,0,3,5702.48
T0001155,29-02-24,Outlet A,Monitor,144,269,38736,75000000,0,3,2634.048
T0001156,03-01-24,Outlet B,Headphones,59,179,10561,75000000,1,3,718.148
T0001156,03-01-24,Outlet B,Mouse,27,599,16173,75000000,1,3,1099.764
T0001156,03-01-24,Outlet B,Monitor,105,269,28245,75000000,1,3,1920.66
