Sales_ID,Date,Outlets,Product,Quantity,Total,Target,Count_of_Products,Net Profit,Upsell
T0001385,16-10-24,Outlet C,"['Headphones', 'Keyboard', 'Mouse', 'Notebook 3']","[90, 133, 19, 158]",235538,75000000,4,16016.584,1
T0001386,17-10-24,Outlet B,"['Headphones', 'Keyboard', 'Mouse']","[14, 102, 178]",200826,75000000,3,13656.168,1
T0001387,18-10-24,Outlet A,"['Headphones', 'Keyboard', 'Mouse']","[248, 240, 64]",298488,75000000,3,20297.184,0
T0001388,19-10-24,Outlet A,"['Headphones', 'Mouse', 'Monitor']","[95, 36, 16]",42873,75000000,3,2915.364,1
T0001389,20-10-24,Outlet C,"['Headphones', 'Keyboard', 'Mouse', 'Monitor']","[49, 172, 205, 198]",339456,75000000,4,23083.008,1
T0001390,21-10-24,Outlet A,"['Headphones', 'Notebook 3 Pro', 'Monitor']","[131, 3, 8]",27761,75000000,3,1887.748,1
T0001391,22-10-24,Outlet B,"['Keyboard', 'Mouse', 'Notebook 3', 'Notebook 3 Pro']","[62, 24, 34, 21]",104274,75000000,4,7090.632,1
T0001392,23-10-24,Outlet B,"['Keyboard', 'Notebook 3', 'Mouse', 'Monitor']","[79, 231, 63, 232]",300526,75000000,4,20435.768,1
T0001393,24-10-24,Outlet B,"['Keyboard', 'Mouse', 'Notebook 3']","[102, 221, 83]",270557,75000000,3,18397.876,1
T0001394,25-10-24,Outlet A,"['Headphones', 'Notebook 3 Pro', 'Notebook 3']","[76, 201, 120]",225524,75000000,3,15335.632,1
T0001395,26-10-24,Outlet A,"['Notebook 3 Pro', 'Mouse', 'Monitor']","[212, 119, 188]",274493,75000000,3,18665.524,1
T0001396,27-10-24,Outlet C,"['Headphones', 'Keyboard', 'Mouse']","[21, 79, 220]",206560,75000000,3,14046.08,1
T0001397,28-10-24,Outlet A,"['Keyboard', 'Mouse', 'Monitor', 'Notebook 3']","[248, 74, 89, 184]",394259,75000000,4,26809.612,1
T0001398,29-10-24,Outlet B,"['Headphones', 'Notebook 3']","[220, 123]",108260,75000000,2,7361.68,1
T0001399,30-10-24,Outlet A,"['Notebook 3 Pro', 'Notebook 3', 'Monitor']","[58, 144, 149]",162481,75000000,3,11048.708,1
T0001400,31-10-24,Outlet A,"['Headphones', 'Notebook 3 Pro', 'Mouse', 'Notebook 3']","[82, 24, 43, 85]",105315,75000000,4,7161.42,1
T0001401,01-11-24,Outlet A,"['Notebook 3 Pro', 'Mouse', 'Monitor']","[1, 210, 85]",149375,75000000,3,10157.5,1
T0001402,02-11-24,Outlet A,"['Keyboard', 'Notebook 3']","[92, 190]",189108,75000000,2,12859.344,1
T0001403,03-11-24,Outlet B,"['Headphones', 'Keyboard', 'Mouse']","[106, 103, 84]",161887,75000000,3,11008.316,1
T0001404,04-11-24,Outlet C,"['Headphones', 'Notebook 3 Pro', 'Notebook 3', 'Keyboard']","[29, 87, 194, 1]",177370,75000000,4,12061.16,0
T0001405,05-11-24,Outlet C,"['Keyboard', 'Notebook 3', 'Mouse']","[20, 5, 151]",111229,75000000,3,7563.572,1
T0001406,06-11-24,Outlet A,"['Headphones', 'Keyboard', 'Monitor']","[58, 28, 19]",40665,75000000,3,2765.22,1
T0001407,07-11-24,Outlet B,"['Headphones', 'Mouse', 'Monitor']","[68, 238, 84]",177330,75000000,3,12058.44,1
T0001408,08-11-24,Outlet A,"['Notebook 3 Pro', 'Notebook 3', 'Mouse']","[140, 212, 171]",321949,75000000,3,21892.532,0
T0001409,09-11-24,Outlet A,"['Keyboard', 'Mouse', 'Monitor']","[57, 35, 173]",118745,75000000,3,8074.66,1
T0001410,10-11-24,Outlet B,"['Headphones', 'Keyboard', 'Monitor']","[249, 1, 51]",59189,75000000,3,4024.852,1
T0001411,11-11-24,Outlet C,['Monitor'],[18],4842,75000000,1,329.256,1
T0001412,12-11-24,Outlet A,"['Keyboard', 'Notebook 3 Pro', 'Notebook 3']","[178, 212, 240]",447062,75000000,3,30400.216,0
T0001413,13-11-24,Outlet B,"['Notebook 3', 'Monitor']","[108, 171]",106479,75000000,2,7240.572,1
T0001414,14-11-24,Outlet C,"['Keyboard', 'Mouse']","[242, 87]",269671,75000000,2,18337.628,1
T0001415,15-11-24,Outlet C,"['Headphones', 'Keyboard', 'Monitor']","[238, 162, 229]",249841,75000000,3,16989.188,1
T0001416,16-11-24,Outlet A,"['Headphones', 'Keyboard', 'Mouse', 'Notebook 3']","[165, 195, 209, 117]",395551,75000000,4,26897.468,1
T0001417,17-11-24,Outlet A,"['Notebook 3 Pro', 'Notebook 3', 'Monitor']","[48, 21, 29]",54121,75000000,3,3680.228,1
T0001418,18-11-24,Outlet A,"['Notebook 3 Pro', 'Mouse', 'Monitor']","[249, 45, 231]",268374,75000000,3,18249.432,1
T0001419,19-11-24,Outlet A,"['Keyboard', 'Notebook 3 Pro', 'Mouse', 'Notebook 3']","[33, 34, 218, 151]",269289,75000000,4,18311.652,1
T0001420,20-11-24,Outlet A,"['Keyboard', 'Notebook 3', 'Mouse', 'Monitor']","[122, 88, 174, 72]",282552,75000000,4,19213.536,1
T0001421,21-11-24,Outlet A,"['Notebook 3 Pro', 'Mouse', 'Monitor']","[107, 150, 50]",180340,75000000,3,12263.12,1
T0001422,22-11-24,Outlet A,"['Notebook 3 Pro', 'Mouse', 'Monitor']","[28, 134, 126]",134320,75000000,3,9133.76,1
T0001423,23-11-24,Outlet A,"['Headphones', 'Mouse', 'Notebook 3', 'Monitor']","[130, 212, 102, 149]",247459,75000000,4,16827.212,1
T0001424,24-11-24,Outlet A,"['Headphones', 'Keyboard', 'Notebook 3', 'Monitor']","[133, 57, 13, 135]",118645,75000000,4,8067.86,1
T0001425,25-11-24,Outlet A,"['Headphones', 'Keyboard', 'Mouse']","[142, 197, 27]",218694,75000000,3,14871.192,0
T0001426,26-11-24,Outlet A,"['Headphones', 'Keyboard', 'Mouse', 'Notebook 3']","[3, 233, 53, 214]",361591,75000000,4,24588.188,1
T0001427,27-11-24,Outlet A,"['Headphones', 'Notebook 3 Pro', 'Monitor']","[173, 59, 47]",86090,75000000,3,5854.12,1
T0001428,28-11-24,Outlet C,"['Headphones', 'Notebook 3', 'Monitor']","[213, 80, 89]",106868,75000000,3,7267.024,1
T0001429,29-11-24,Outlet B,"['Headphones', 'Keyboard', 'Monitor']","[36, 164, 114]",184546,75000000,3,12549.128,1
T0001430,30-11-24,Outlet A,"['Headphones', 'Keyboard', 'Notebook 3', 'Monitor']","[69, 221, 162, 232]",364158,75000000,4,24762.744,1
T0001431,01-12-24,Outlet C,"['Notebook 3 Pro', 'Mouse', 'Notebook 3']","[10, 72, 199]",161768,75000000,3,11000.224,1
T0001432,02-12-24,Outlet B,"['Headphones', 'Keyboard', 'Monitor']","[127, 118, 111]",158674,75000000,3,10789.832,0
T0001433,03-12-24,Outlet B,"['Headphones', 'Notebook 3']","[199, 17]",45141,75000000,2,3069.588,1
T0001434,04-12-24,Outlet B,"['Mouse', 'Notebook 3', 'Monitor']","[149, 118, 146]",194605,75000000,3,13233.14,1
T0001435,05-12-24,Outlet C,"['Keyboard', 'Monitor', 'Notebook 3 Pro']","[183, 103, 247]",370064,75000000,3,25164.352,1
T0001436,06-12-24,Outlet B,"['Headphones', 'Notebook 3 Pro', 'Mouse']","[2, 163, 37]",139881,75000000,3,9511.908,1
T0001437,07-12-24,Outlet B,"['Headphones', 'Mouse', 'Notebook 3']","[225, 234, 159]",269481,75000000,3,18324.708,1
T0001438,08-12-24,Outlet B,"['Headphones', 'Notebook 3 Pro', 'Mouse', 'Monitor']","[242, 78, 72, 126]",176500,75000000,4,12002,0
T0001439,09-12-24,Outlet B,"['Keyboard', 'Mouse', 'Notebook 3']","[204, 175, 99]",343661,75000000,3,23368.948,1
T0001440,10-12-24,Outlet B,"['Notebook 3', 'Monitor']","[188, 240]",169840,75000000,2,11549.12,1
T0001441,11-12-24,Outlet B,"['Keyboard', 'Mouse', 'Monitor', 'Notebook 3 Pro']","[233, 144, 168, 28]",361075,75000000,4,24553.1,1
T0001442,12-12-24,Outlet A,"['Keyboard', 'Mouse', 'Monitor', 'Notebook 3 Pro']","[66, 74, 126, 164]",255634,75000000,4,17383.112,1
T0001443,13-12-24,Outlet A,"['Headphones', 'Notebook 3 Pro', 'Mouse']","[211, 229, 190]",316459,75000000,3,21519.212,1
T0001444,14-12-24,Outlet A,['Notebook 3 Pro'],[181],130320,75000000,1,8861.76,1
T0001445,15-12-24,Outlet B,"['Keyboard', 'Notebook 3 Pro', 'Headphones']","[15, 231, 232]",221333,75000000,3,15050.644,0
T0001446,16-12-24,Outlet A,"['Headphones', 'Notebook 3 Pro', 'Mouse', 'Monitor']","[69, 14, 188, 62]",151721,75000000,4,10317.028,1
T0001447,17-12-24,Outlet B,"['Headphones', 'Keyboard']","[71, 197]",189812,75000000,2,12907.216,1
T0001448,18-12-24,Outlet B,"['Headphones', 'Mouse', 'Monitor']","[197, 26, 225]",111362,75000000,3,7572.616,1
T0001449,19-12-24,Outlet B,"['Keyboard', 'Notebook 3 Pro', 'Monitor']","[28, 129, 157]",160285,75000000,3,10899.38,1
T0001450,20-12-24,Outlet C,"['Notebook 3 Pro', 'Notebook 3', 'Monitor']","[66, 32, 99]",92071,75000000,3,6260.828,0
T0001451,21-12-24,Outlet A,"['Headphones', 'Mouse', 'Monitor']","[94, 1, 179]",65576,75000000,3,4459.168,0
T0001452,22-12-24,Outlet B,"['Headphones', 'Notebook 3 Pro', 'Monitor']","[140, 86, 158]",129482,75000000,3,8804.776,1
T0001453,23-12-24,Outlet A,"['Keyboard', 'Mouse', 'Notebook 3']","[89, 147, 51]",196624,75000000,3,13370.432,1
T0001454,24-12-24,Outlet A,"['Headphones', 'Notebook 3 Pro', 'Monitor']","[73, 122, 111]",130766,75000000,3,8892.088,1
T0001455,25-12-24,Outlet B,"['Notebook 3 Pro', 'Mouse', 'Monitor']","[93, 148, 33]",164489,75000000,3,11185.252,1
T0001456,26-12-24,Outlet B,"['Headphones', 'Keyboard', 'Notebook 3']","[122, 245, 20]",253293,75000000,3,17223.924,1
T0001457,27-12-24,Outlet A,"['Headphones', 'Notebook 3', 'Monitor']","[1, 212, 120]",151179,75000000,3,10280.172,0
T0001458,28-12-24,Outlet A,"['Headphones', 'Notebook 3 Pro', 'Notebook 3']","[51, 89, 203]",186889,75000000,3,12708.452,1
T0001459,29-12-24,Outlet A,"['Headphones', 'Keyboard', 'Monitor', 'Notebook 3 Pro']","[178, 191, 47, 34]",240694,75000000,4,16367.192,1
T0001460,30-12-24,Outlet A,"['Keyboard', 'Notebook 3 Pro', 'Mouse']","[190, 123, 224]",393546,75000000,3,26761.128,0
T0001461,31-12-24,Outlet A,"['Headphones', 'Keyboard', 'Notebook 3']","[109, 86, 96]",150585,75000000,3,10239.78,1
T0001462,01-01-25,Outlet C,"['Headphones', 'Keyboard', 'Notebook 3']","[92, 192, 159]",278116,80000000,3,18911.888,1
T0001463,02-01-25,Outlet A,"['Headphones', 'Keyboard', 'Notebook 3', 'Monitor']","[61, 241, 188, 31]",341197,80000000,4,23201.396,0
T0001464,03-01-25,Outlet A,"['Headphones', 'Notebook 3 Pro', 'Mouse']","[46, 65, 43]",80791,80000000,3,5493.788,1
T0001465,04-01-25,Outlet C,"['Headphones', 'Keyboard', 'Mouse', 'Monitor']","[58, 200, 204, 116]",343582,80000000,4,23363.576,1
T0001466,05-01-25,Outlet A,"['Headphones', 'Mouse', 'Monitor']","[85, 120, 77]",107808,80000000,3,7330.944,1
T0001467,06-01-25,Outlet A,"['Notebook 3 Pro', 'Notebook 3', 'Mouse']","[124, 166, 218]",312822,80000000,3,21271.896,1
T0001468,07-01-25,Outlet A,"['Keyboard', 'Notebook 3 Pro', 'Monitor']","[64, 204, 105]",232661,80000000,3,15820.948,1
T0001469,08-01-25,Outlet A,"['Headphones', 'Keyboard', 'Mouse']","[16, 121, 23]",125420,80000000,3,8528.56,1
T0001470,09-01-25,Outlet B,"['Headphones', 'Keyboard', 'Mouse', 'Monitor']","[232, 54, 248, 228]",299958,80000000,4,20397.144,1
T0001471,10-01-25,Outlet A,"['Headphones', 'Mouse', 'Notebook 3']","[226, 89, 198]",204645,80000000,3,13915.86,1
T0001472,11-01-25,Outlet B,"['Headphones', 'Mouse', 'Monitor']","[67, 145, 178]",146730,80000000,3,9977.64,1
T0001473,12-01-25,Outlet B,"['Keyboard', 'Mouse', 'Monitor']","[114, 60, 26]",145420,80000000,3,9888.56,1
T0001474,13-01-25,Outlet B,"['Keyboard', 'Mouse', 'Monitor']","[112, 40, 123]",157735,80000000,3,10725.98,1
T0001475,14-01-25,Outlet A,"['Keyboard', 'Monitor', 'Notebook 3 Pro']","[105, 134, 110]",209641,80000000,3,14255.588,1
T0001476,15-01-25,Outlet A,"['Headphones', 'Notebook 3 Pro', 'Mouse', 'Monitor']","[182, 108, 218, 211]",297679,80000000,4,20242.172,0
T0001477,16-01-25,Outlet C,"['Keyboard', 'Notebook 3 Pro', 'Headphones', 'Monitor']","[30, 217, 30, 37]",198533,80000000,4,13500.244,1
T0001478,17-01-25,Outlet A,"['Headphones', 'Notebook 3 Pro', 'Notebook 3', 'Monitor']","[53, 218, 131, 13]",243304,80000000,4,16544.672,1
T0001479,18-01-25,Outlet A,"['Headphones', 'Notebook 3 Pro', 'Monitor']","[185, 101, 162]",149413,80000000,3,10160.084,1
T0001480,19-01-25,Outlet A,"['Headphones', 'Keyboard', 'Mouse']","[221, 224, 197]",358938,80000000,3,24407.784,1
T0001481,20-01-25,Outlet B,"['Mouse', 'Monitor']","[16, 160]",52624,80000000,2,3578.432,0
T0001482,21-01-25,Outlet C,"['Notebook 3 Pro', 'Mouse']","[91, 81]",114039,80000000,2,7754.652,1
T0001483,22-01-25,Outlet B,"['Keyboard', 'Mouse', 'Notebook 3', 'Monitor']","[47, 8, 98, 26]",108919,80000000,4,7406.492,1
T0001484,23-01-25,Outlet A,"['Headphones', 'Mouse', 'Monitor']","[29, 83, 178]",102790,80000000,3,6989.72,1
T0001485,24-01-25,Outlet A,"['Headphones', 'Mouse', 'Monitor']","[227, 206, 228]",225359,80000000,3,15324.412,1
T0001486,25-01-25,Outlet A,"['Headphones', 'Notebook 3 Pro', 'Notebook 3', 'Monitor']","[157, 165, 67, 48]",197335,80000000,4,13418.78,1
T0001487,26-01-25,Outlet C,"['Notebook 3 Pro', 'Mouse', 'Monitor', 'Notebook 3']","[152, 107, 226, 29]",250567,80000000,4,17038.556,1
T0001488,27-01-25,Outlet B,"['Notebook 3 Pro', 'Mouse', 'Monitor']","[16, 94, 162]",111404,80000000,3,7575.472,1
T0001489,28-01-25,Outlet A,"['Notebook 3', 'Monitor']","[123, 28]",76412,80000000,2,5196.016,1
T0001490,29-01-25,Outlet A,"['Headphones', 'Notebook 3 Pro', 'Mouse', 'Keyboard']","[97, 43, 67, 238]",302418,80000000,4,20564.424,1
T0001491,30-01-25,Outlet B,"['Keyboard', 'Mouse', 'Monitor']","[70, 187, 79]",196194,80000000,3,13341.192,1
T0001492,31-01-25,Outlet A,"['Headphones', 'Keyboard', 'Notebook 3 Pro']","[87, 23, 126]",126970,80000000,3,8633.96,1
T0001493,01-02-25,Outlet B,"['Notebook 3 Pro', 'Notebook 3']","[157, 239]",246880,80000000,2,16787.84,1
T0001494,02-02-25,Outlet A,"['Keyboard', 'Notebook 3 Pro', 'Notebook 3', 'Headphones']","[50, 147, 132, 195]",259615,80000000,4,17653.82,1
T0001495,03-02-25,Outlet A,"['Headphones', 'Keyboard', 'Notebook 3']","[226, 123, 30]",167831,80000000,3,11412.508,1
T0001496,04-02-25,Outlet B,"['Keyboard', 'Notebook 3', 'Mouse', 'Notebook 3 Pro']","[74, 247, 188, 5]",321058,80000000,4,21831.944,0
T0001497,05-02-25,Outlet A,"['Notebook 3 Pro', 'Mouse', 'Notebook 3']","[176, 166, 155]",312954,80000000,3,21280.872,1
T0001498,06-02-25,Outlet B,"['Headphones', 'Notebook 3 Pro', 'Notebook 3']","[25, 241, 13]",185275,80000000,3,12598.7,1
T0001499,07-02-25,Outlet B,"['Headphones', 'Keyboard']","[194, 209]",222617,80000000,2,15137.956,1
T0001500,08-02-25,Outlet B,"['Headphones', 'Keyboard']","[194, 172]",189354,80000000,2,12876.072,0
T0001501,09-02-25,Outlet B,"['Notebook 3 Pro', 'Notebook 3', 'Mouse', 'Monitor']","[61, 22, 41, 233]",143476,80000000,4,9756.368,0
T0001502,10-02-25,Outlet A,"['Headphones', 'Keyboard', 'Monitor']","[25, 234, 119]",246852,80000000,3,16785.936,1
T0001503,11-02-25,Outlet A,"['Headphones', 'Notebook 3 Pro', 'Monitor']","[178, 147, 109]",167023,80000000,3,11357.564,1
T0001504,12-02-25,Outlet A,"['Keyboard', 'Mouse', 'Notebook 3 Pro']","[206, 151, 71]",326763,80000000,3,22219.884,1
T0001505,13-02-25,Outlet C,"['Headphones', 'Keyboard', 'Notebook 3', 'Monitor']","[89, 59, 199, 133]",216189,80000000,4,14700.852,0
T0001506,14-02-25,Outlet A,"['Keyboard', 'Mouse', 'Notebook 3 Pro']","[191, 165, 181]",400864,80000000,3,27258.752,1
T0001507,15-02-25,Outlet B,"['Headphones', 'Notebook 3 Pro', 'Monitor']","[245, 114, 89]",149876,80000000,3,10191.568,1
T0001508,16-02-25,Outlet A,"['Headphones', 'Mouse', 'Monitor']","[128, 22, 230]",97960,80000000,3,6661.28,1
T0001509,17-02-25,Outlet B,"['Keyboard', 'Notebook 3', 'Monitor', 'Notebook 3 Pro']","[73, 228, 77, 46]",247140,80000000,4,16805.52,1
T0001510,18-02-25,Outlet B,"['Headphones', 'Notebook 3 Pro', 'Mouse', 'Notebook 3']","[149, 24, 148, 140]",211003,80000000,4,14348.204,1
T0001511,19-02-25,Outlet A,"['Mouse', 'Notebook 3', 'Monitor']","[216, 191, 154]",277770,80000000,3,18888.36,1
T0001512,20-02-25,Outlet A,"['Keyboard', 'Notebook 3', 'Monitor', 'Notebook 3 Pro']","[186, 66, 221, 108]",341383,80000000,4,23214.044,1
T0001513,21-02-25,Outlet A,"['Notebook 3 Pro', 'Notebook 3', 'Mouse']","[115, 231, 204]",334356,80000000,3,22736.208,1
T0001514,22-02-25,Outlet C,"['Keyboard', 'Notebook 3', 'Notebook 3 Pro']","[92, 155, 187]",304148,80000000,3,20682.064,1
T0001515,23-02-25,Outlet C,"['Keyboard', 'Mouse', 'Monitor']","[93, 234, 161]",267082,80000000,3,18161.576,1
T0001516,24-02-25,Outlet A,"['Headphones', 'Notebook 3 Pro', 'Mouse']","[119, 182, 85]",203256,80000000,3,13821.408,1
T0001517,25-02-25,Outlet A,"['Keyboard', 'Mouse', 'Notebook 3']","[119, 104, 181]",270637,80000000,3,18403.316,1
T0001518,26-02-25,Outlet A,"['Keyboard', 'Mouse', 'Notebook 3']","[235, 111, 190]",384154,80000000,3,26122.472,1
T0001519,27-02-25,Outlet A,"['Keyboard', 'Notebook 3 Pro', 'Mouse', 'Monitor']","[157, 124, 19, 153]",282961,80000000,4,19241.348,1
T0001520,28-02-25,Outlet A,"['Headphones', 'Keyboard', 'Mouse', 'Monitor']","[145, 232, 134, 220]",373969,80000000,4,25429.892,1
T0001521,01-03-25,Outlet A,"['Mouse', 'Monitor', 'Notebook 3']","[79, 141, 83]",131730,80000000,3,8957.64,1
T0001522,02-03-25,Outlet C,"['Keyboard', 'Notebook 3', 'Monitor']","[123, 117, 183]",225324,80000000,3,15322.032,1
T0001523,03-03-25,Outlet A,"['Headphones', 'Notebook 3 Pro', 'Notebook 3', 'Monitor']","[49, 62, 199, 70]",183681,80000000,4,12490.308,1
T0001524,04-03-25,Outlet B,"['Notebook 3 Pro', 'Mouse', 'Notebook 3']","[193, 108, 174]",301092,80000000,3,20474.256,1
T0001525,05-03-25,Outlet A,"['Notebook 3', 'Monitor']","[25, 10]",16690,80000000,2,1134.92,1
T0001526,06-03-25,Outlet A,"['Headphones', 'Keyboard', 'Notebook 3', 'Mouse']","[185, 246, 229, 208]",507101,80000000,4,34482.868,1
T0001527,07-03-25,Outlet B,"['Keyboard', 'Notebook 3 Pro', 'Mouse']","[236, 10, 140]",303224,80000000,3,20619.232,1
T0001528,08-03-25,Outlet C,"['Headphones', 'Monitor', 'Mouse', 'Notebook 3']","[139, 145, 133, 84]",190593,80000000,4,12960.324,1
T0001529,09-03-25,Outlet A,"['Headphones', 'Notebook 3 Pro', 'Keyboard']","[192, 1, 107]",131281,80000000,3,8927.108,1
T0001530,10-03-25,Outlet A,"['Notebook 3 Pro', 'Mouse', 'Notebook 3']","[210, 178, 248]",396702,80000000,3,26975.736,1
T0001531,11-03-25,Outlet B,"['Notebook 3 Pro', 'Mouse', 'Notebook 3']","[203, 187, 124]",327613,80000000,3,22277.684,1
T0001532,12-03-25,Outlet B,"['Headphones', 'Keyboard', 'Notebook 3', 'Monitor']","[180, 157, 249, 211]",369562,80000000,4,25130.216,1
T0001533,13-03-25,Outlet A,"['Keyboard', 'Notebook 3 Pro', 'Notebook 3', 'Mouse']","[73, 180, 94, 177]",353890,80000000,4,24064.52,1
T0001534,14-03-25,Outlet B,"['Keyboard', 'Mouse', 'Notebook 3', 'Monitor']","[51, 200, 149, 61]",265498,80000000,4,18053.864,1
T0001535,15-03-25,Outlet B,"['Headphones', 'Monitor']","[126, 65]",40039,80000000,2,2722.652,1
T0001536,16-03-25,Outlet A,"['Headphones', 'Keyboard', 'Mouse']","[135, 149, 129]",235387,80000000,3,16006.316,1
T0001537,17-03-25,Outlet C,"['Keyboard', 'Notebook 3 Pro', 'Notebook 3', 'Monitor']","[203, 73, 145, 177]",363870,80000000,4,24743.16,0
T0001538,18-03-25,Outlet A,"['Keyboard', 'Monitor']","[14, 167]",57509,80000000,2,3910.612,1
T0001539,19-03-25,Outlet A,"['Headphones', 'Keyboard', 'Notebook 3', 'Monitor']","[143, 118, 59, 194]",216905,80000000,4,14749.54,0
T0001540,20-03-25,Outlet A,"['Keyboard', 'Mouse']","[194, 244]",320562,80000000,2,21798.216,1
T0001541,21-03-25,Outlet B,"['Headphones', 'Keyboard', 'Notebook 3', 'Notebook 3 Pro']","[21, 26, 221, 37]",177533,80000000,4,12072.244,0
T0001542,22-03-25,Outlet A,"['Headphones', 'Keyboard', 'Mouse', 'Notebook 3']","[113, 153, 197, 38]",297057,80000000,4,20199.876,1
T0001543,23-03-25,Outlet A,"['Keyboard', 'Monitor', 'Notebook 3 Pro']","[239, 208, 191]",408333,80000000,3,27766.644,1
T0001544,24-03-25,Outlet A,"['Headphones', 'Keyboard', 'Monitor']","[61, 49, 222]",114688,80000000,3,7798.784,1
T0001545,25-03-25,Outlet C,"['Headphones', 'Keyboard', 'Notebook 3', 'Monitor']","[99, 228, 225, 197]",401686,80000000,4,27314.648,1
T0001546,26-03-25,Outlet C,"['Headphones', 'Notebook 3 Pro', 'Mouse', 'Monitor']","[117, 31, 110, 14]",112919,80000000,4,7678.492,1
T0001547,27-03-25,Outlet A,"['Mouse', 'Notebook 3']","[238, 162]",233282,80000000,2,15863.176,1
T0001548,28-03-25,Outlet C,"['Monitor', 'Mouse', 'Notebook 3', 'Notebook 3 Pro']","[102, 64, 164, 106]",233934,80000000,4,15907.512,1
T0001549,29-03-25,Outlet C,"['Headphones', 'Notebook 3', 'Monitor']","[42, 150, 145]",130523,80000000,3,8875.564,1
T0001550,30-03-25,Outlet A,"['Headphones', 'Mouse', 'Monitor']","[136, 12, 236]",95016,80000000,3,6461.088,1
T0001551,31-03-25,Outlet A,"['Keyboard', 'Mouse', 'Notebook 3']","[172, 78, 130]",274150,80000000,3,18642.2,1
T0001552,01-04-25,Outlet B,"['Notebook 3 Pro', 'Monitor']","[199, 200]",197080,80000000,2,13401.44,1
T0001553,02-04-25,Outlet B,"['Headphones', 'Notebook 3 Pro', 'Keyboard', 'Monitor']","[63, 250, 134, 87]",335146,80000000,4,22789.928,1
T0001554,03-04-25,Outlet A,"['Keyboard', 'Notebook 3 Pro', 'Mouse', 'Monitor']","[33, 214, 19, 9]",197549,80000000,4,13433.332,0
T0001555,04-04-25,Outlet B,"['Headphones', 'Notebook 3 Pro', 'Mouse', 'Notebook 3']","[84, 20, 170, 186]",235426,80000000,4,16008.968,1
T0001556,05-04-25,Outlet C,"['Notebook 3 Pro', 'Notebook 3', 'Monitor']","[139, 127, 101]",198369,80000000,3,13489.092,1
T0001557,06-04-25,Outlet C,"['Headphones', 'Keyboard', 'Notebook 3', 'Monitor']","[26, 226, 143, 243]",353275,80000000,4,24022.7,0
T0001558,07-04-25,Outlet A,"['Headphones', 'Mouse', 'Notebook 3']","[241, 170, 179]",245209,80000000,3,16674.212,1
T0001559,08-04-25,Outlet A,"['Headphones', 'Mouse', 'Notebook 3']","[110, 242, 189]",270488,80000000,3,18393.184,1
T0001560,09-04-25,Outlet B,"['Headphones', 'Mouse', 'Notebook 3', 'Notebook 3 Pro']","[239, 81, 162, 178]",310180,80000000,4,21092.24,1
T0001561,10-04-25,Outlet A,"['Headphones', 'Notebook 3 Pro', 'Monitor']","[72, 249, 19]",197279,80000000,3,13414.972,0
T0001562,11-04-25,Outlet A,"['Headphones', 'Notebook 3 Pro']","[115, 101]",93305,80000000,2,6344.74,1
T0001563,12-04-25,Outlet B,"['Notebook 3 Pro', 'Notebook 3', 'Mouse', 'Monitor']","[96, 13, 50, 28]",113882,80000000,4,7743.976,1
T0001564,13-04-25,Outlet B,"['Headphones', 'Notebook 3 Pro', 'Monitor']","[250, 10, 197]",104943,80000000,3,7136.124,1
T0001565,14-04-25,Outlet A,"['Keyboard', 'Notebook 3 Pro', 'Notebook 3']","[92, 238, 196]",363828,80000000,3,24740.304,1
T0001566,15-04-25,Outlet A,"['Headphones', 'Mouse', 'Monitor']","[24, 98, 180]",111418,80000000,3,7576.424,1
T0001567,16-04-25,Outlet A,"['Keyboard', 'Monitor', 'Notebook 3 Pro']","[216, 56, 163]",326608,80000000,3,22209.344,1
T0001568,17-04-25,Outlet C,"['Headphones', 'Monitor']","[208, 218]",95874,80000000,2,6519.432,1
T0001569,18-04-25,Outlet B,"['Keyboard', 'Notebook 3', 'Notebook 3 Pro']","[73, 122, 199]",277227,80000000,3,18851.436,1
T0001570,19-04-25,Outlet A,"['Notebook 3 Pro', 'Mouse', 'Monitor']","[75, 139, 240]",201821,80000000,3,13723.828,1
T0001571,20-04-25,Outlet A,"['Notebook 3 Pro', 'Mouse']","[76, 123]",128397,80000000,2,8730.996,1
T0001572,21-04-25,Outlet C,"['Headphones', 'Notebook 3 Pro', 'Keyboard', 'Monitor']","[78, 80, 212, 11]",265109,80000000,4,18027.412,1
T0001573,22-04-25,Outlet B,"['Headphones', 'Notebook 3 Pro', 'Keyboard']","[111, 120, 144]",235725,80000000,3,16029.3,1
T0001574,23-04-25,Outlet A,"['Headphones', 'Notebook 3 Pro', 'Mouse', 'Monitor']","[174, 196, 154, 207]",320195,80000000,4,21773.26,1
T0001575,24-04-25,Outlet A,"['Headphones', 'Monitor']","[235, 176]",89409,80000000,2,6079.812,0
T0001576,25-04-25,Outlet C,"['Notebook 3 Pro', 'Mouse', 'Monitor']","[18, 173, 40]",127347,80000000,3,8659.596,1
T0001577,26-04-25,Outlet B,"['Headphones', 'Mouse', 'Monitor', 'Notebook 3']","[86, 173, 214, 131]",249947,80000000,4,16996.396,1
T0001578,27-04-25,Outlet A,"['Headphones', 'Keyboard', 'Mouse']","[151, 138, 101]",211590,80000000,3,14388.12,1
T0001579,28-04-25,Outlet A,"['Keyboard', 'Notebook 3', 'Monitor', 'Notebook 3 Pro']","[55, 8, 180, 75]",156345,80000000,4,10631.46,1
T0001580,29-04-25,Outlet A,"['Keyboard', 'Notebook 3', 'Monitor']","[237, 152, 192]",349831,80000000,3,23788.508,1
